Name,Latitude,Longitude,City,State,Country,Region
Amazon_IND9,39.5933422,-86.0528673,Greenwood,Indiana,USA,usa
Amazon_IND4,39.8989727,-86.2641243,Indianapolis,Indiana,USA,usa
Amazon_SDF8,38.3787641,-85.6867886,Jeffersonville,Indiana,USA,usa
Amazon_WIN2,40.4275084,-86.9210289,Lafayette,Indiana,USA,usa
Amazon_IND2,39.7005427,-86.3434613,Plainfield,Indiana,USA,usa
Amazon_IND1,39.9796754,-86.3796545,Whitestown,Indiana,USA,usa
Amazon_DSM5,41.6759903,-93.4696481,Bondurant,Iowa,USA,usa
Amazon_SNE1,41.258841,-95.8519484,Council Bluffs,Iowa,USA,usa
Amazon_MKC4,38.7744665,-94.9441085,Edgerton,Kansas,USA,usa
Amazon_MKC6,39.0969897,-94.7391231,Kansas City,Kansas,USA,usa
Amazon_MCI5,38.9212815,-94.7826829,Lenexa,Kansas,USA,usa
Amazon_ICT2,37.8000123,-97.3183763,Park City,Kansas,USA,usa
Amazon_SDF1,38.9806588,-84.6342613,Campbellsville,Kentucky,USA,usa
Amazon_CVG1,39.0846526,-84.713478,Hebron,Kentucky,USA,usa
Amazon_LEX1,38.0765804,-84.5334786,Lexington,Kentucky,USA,usa
Amazon_SDF2,38.2542376,-85.759407,Louisville,Kentucky,USA,usa
Amazon_LUK7,37.9885936,-85.7158246,Shepherdsville,Kentucky,USA,usa
Amazon_LFT1,30.3130847,-92.0259012,Carencro,Louisiana,USA,usa
Amazon_BWI2,39.2676575,-76.5490453,Baltimore,Maryland,USA,usa
Amazon_HGR2,39.6430455,-77.7191081,Hagerstown,Maryland,USA,usa
Amazon_MDT2,39.5948331,-76.0030917,North East,Maryland,USA,usa
Amazon_MTN9,39.3756968,-76.4477152,White Marsh,Maryland,USA,usa
Amazon_ORH3,42.1340806,-71.9698085,Charlton,Massachusetts,USA,usa
Amazon_BOS6,42.2966143,-71.8012163,Everett,Massachusetts,USA,usa
Amazon_BOS7,41.7621205,-71.1001379,Fall River,Massachusetts,USA,usa
Amazon_BOS3,42.7029687,-71.1309117,North Andover,Massachusetts,USA,usa
Amazon_DMH9,42.4135498,-71.0002571,Revere,Massachusetts,USA,usa
Amazon_DAS7,42.5195292,-70.8967226,Salem,Massachusetts,USA,usa
Amazon_SMA1,42.2762316,-71.6503322,Westborough,Massachusetts,USA,usa
Amazon_DTW5,42.1529228,-83.2753247,Brownstown Township,Michigan,USA,usa
Amazon_GRR1,42.8383498,-85.5505083,Caledonia,Michigan,USA,usa
Amazon_DDT1,42.4620142,-83.1035688,Hazel Park,Michigan,USA,usa
Amazon_DET1,42.3760579,-83.423185,Livonia,Michigan,USA,usa
Amazon_DDT6,42.6469785,-83.2520071,Pontiac,Michigan,USA,usa
Amazon_DTW1,42.2503178,-83.3620426,Romulus,Michigan,USA,usa
Amazon_DET2,42.6660889,-83.0497235,Shelby Charter Township,Michigan,USA,usa
Amazon_MSP9,45.1197207,-93.3851281,Brooklyn Park,Minnesota,USA,usa
Amazon_MSP6,44.6338813,-93.2641214,Lakeville,Minnesota,USA,usa
Amazon_MSP1,44.8006182,-93.4887011,Shakopee,Minnesota,USA,usa
Amazon_MEM2,34.8723179,-89.6906396,"Byhalia, Marshall County",Mississippi,USA,usa
Amazon_PIL1,34.9553719,-90.0348139,Horn Lake,Mississippi,USA,usa
Amazon_MEM6,34.9507424,-89.7841636,Olive Branch,Mississippi,USA,usa
Amazon_JAN1,32.5964439,-90.103283,Madison County,Mississippi,USA,usa
Amazon_STL5,38.7663553,-90.3874906,Hazelwood,Missouri,USA,usa
Amazon_STL8,38.8090255,-90.5717336,St. Peters,Missouri,USA,usa
Amazon_STL3,37.1642977,-93.4266944,Republic,Missouri,USA,usa
Amazon_OMA2,41.1636356,-96.1208435,Papillion,Nebraska,USA,usa
Amazon_LAS1,35.9651878,-115.1519414,Henderson,Nevada,USA,usa
Amazon_LAS2,36.2659488,-115.0409794,North Las Vegas,Nevada,USA,usa
Amazon_RNO4,39.6038349,-119.8484197,Reno,Nevada,USA,usa
Amazon_DBO6,42.7919779,-71.5294631,Nashua,New Hampshire,USA,usa
Amazon_EWR5,40.582587,-74.2555253,Avenel,New Jersey,USA,usa
Amazon_ACY2,40.0871131,-74.8380566,Burlington,New Jersey,USA,usa
Amazon_TEB6,40.2931467,-74.5047345,Cranbury,New Jersey,USA,usa
Amazon_LGA5,40.5322086,-74.3834047,Edison,New Jersey,USA,usa
Amazon_CDW9,40.841775,-74.7179824,Flanders,New Jersey,USA,usa
Amazon_TEB3,39.7947842,-75.348831,Logan,New Jersey,USA,usa
Amazon_EWR4,40.1956131,-74.5652478,Robbinsville,New Jersey,USA,usa
Amazon_TEB9,40.5394706,-74.5611614,Somerset,New Jersey,USA,usa
Amazon_EWR8,40.8598219,-74.0593075,Teterboro,New Jersey,USA,usa
Amazon_ACY1,39.832362,-75.1888708,West Deptford,New Jersey,USA,usa
Amazon_ABQ1,35.0807372,-106.8044848,Albuquerque,New Mexico,USA,usa
Amazon_SYR1,43.1205983,-76.2076043,Clay,New York,USA,usa
Amazon_SWF2,41.5348232,-73.8356886,East Fishkill,New York,USA,usa
Amazon_BUF5,42.9211625,-78.6244463,Lancaster,New York,USA,usa
Amazon_JFK2,40.7982648,-73.9694848,Manhattan,New York,USA,usa
Amazon_SWF1,41.5197218,-74.1389875,Montgomery,New York,USA,usa
Amazon_SWF3,41.4767605,-74.0237519,New Windsor,New York,USA,usa
Amazon_ALB1,42.5420349,-73.6806,Schodack,New York,USA,usa
Amazon_CLT1,35.356078,-80.8237638,Charlotte,North Carolina,USA,usa
Amazon_CLT5,35.4393754,-80.6856704,Concord,North Carolina,USA,usa
Amazon_RDU5,35.9711125,-78.8733132,Durham,North Carolina,USA,usa
Amazon_RDU1,35.7163719,-78.5876153,Garner,North Carolina,USA,usa
Amazon_RDU9,35.359542,-83.8337785,Graham,North Carolina,USA,usa
Amazon_GSO1,36.1198589,-80.0736533,Kernersville,North Carolina,USA,usa
Amazon_CLT6,35.1026034,-80.9143347,Pineville,North Carolina,USA,usa
Amazon_DLT7,36.0712466,-79.5644686,Whitsett,North Carolina,USA,usa
Amazon_ILM1,34.2352853,-77.9487284,Wilmington,North Carolina,USA,usa
Amazon_FAR1,46.9407452,-96.8462418,Fargo,North Dakota,USA,usa
Amazon_AKC1,41.0481962,-81.5853677,Akron,Ohio,USA,usa
Amazon_AKR1,40.8477007,-81.3125196,Canton,Ohio,USA,usa
Amazon_CMH1,39.9537915,-82.7124649,Etna,Ohio,USA,usa
Amazon_CLE3,41.5945871,-81.5063545,Euclid,Ohio,USA,usa
Amazon_CMH6,39.8092301,-82.972404,Lockbourne,Ohio,USA,usa
Amazon_CMH3,39.7157533,-81.1078783,Monroe,Ohio,USA,usa
Amazon_CMH7,40.0677929,-82.7586297,New Albany,Ohio,USA,usa
Amazon_CLE2,41.4325025,-81.5318834,North Randall,Ohio,USA,usa
Amazon_PCW1,41.5471043,-83.579132,Rossford,Ohio,USA,usa
Amazon_CLE5,41.3054293,-81.4657303,Twinsburg,Ohio,USA,usa
Amazon_LUK2,40.2361742,-83.3569776,Union,Ohio,USA,usa
Amazon_CMH4,39.944784,-83.2688045,West Jefferson,Ohio,USA,usa
Amazon_OKC1,35.3749887,-97.5805525,Oklahoma City,Oklahoma,USA,usa
Amazon_TUL2,36.2128084,-95.840324,Tulsa,Oklahoma,USA,usa
Amazon_PDX5,45.5586837,-122.9197203,Hillsboro,Oregon,USA,usa
Amazon_PDX6,45.633331,-122.7682734,Portland,Oregon,USA,usa
Amazon_PDX7,44.9019079,-122.9642774,Salem,Oregon,USA,usa
Amazon_PDX9,45.5532,-122.4011728,Troutdale,Oregon,USA,usa
Amazon_PDX8,45.1454709,-122.8950405,Woodburn,Oregon,USA,usa
Amazon_ABE2,40.5578779,-75.6152617,Breinigsville,Pennsylvania,USA,usa
Amazon_MDT1,40.201499,-77.1890783,Carlisle,Pennsylvania,USA,usa
Amazon_ABE4,40.2222915,-75.1383097,Easton,Pennsylvania,USA,usa
Amazon_PIT2,40.4785692,-80.2806488,Findlay Township,Pennsylvania,USA,usa
Amazon_AVP2,41.2445293,-75.4560183,Gouldsboro,Pennsylvania,USA,usa
Amazon_AVP1,40.9548956,-75.9769572,Hazleton,Pennsylvania,USA,usa
Amazon_AVP9,41.4686924,-75.5621309,Jessup,Pennsylvania,USA,usa
Amazon_HPA1,40.1565018,-76.8252731,Lewisberry,Pennsylvania,USA,usa
Amazon_HIA1,39.9271685,-75.4499963,Middletown,Pennsylvania,USA,usa
Amazon_ABE5,40.1148787,-75.3433705,Norristown,Pennsylvania,USA,usa
Amazon_PIT2,40.4145777,-79.9873681,Pittsburgh,Pennsylvania,USA,usa
Amazon_AVP6,41.3259134,-75.7893604,Pittston,Pennsylvania,USA,usa
Amazon_TEN1,40.335345,-75.9279495,Reading,Pennsylvania,USA,usa
Amazon_LBE1,40.2192258,-79.6097255,New Stanton,Pennsylvania,USA,usa
Amazon_PVD2,41.8261876,-71.527094,Johnston,Rhode Island,USA,usa
Amazon_GSP1,35.0082759,-82.0356262,Spartanburg,South Carolina,USA,usa
Amazon_CAE1,33.991869,-81.0640341,West Columbia,South Carolina,USA,usa
Amazon_CHA2,35.2858415,-84.7575018,Charleston,Tennessee,USA,usa
Amazon_CHA1,35.0682271,-85.1411954,Chattanooga,Tennessee,USA,usa
Amazon_BNA2,36.1201836,-86.4095749,Lebanon,Tennessee,USA,usa
Amazon_BNA3,35.7774227,-86.3635965,Murfreesboro,Tennessee,USA,usa
Amazon_BNA5,36.0309649,-86.6089267,Nashville,Tennessee,USA,usa
Amazon_MQY1,36.190779,-86.4794971,Mount Juliet,Tennessee,USA,usa
Amazon_AMA1,35.2337127,-101.7466741,Amarillo,Texas,USA,usa
Amazon_ATX1,30.20648,-97.7045662,Austin,Texas,USA,usa
Amazon_HOU3,29.7820091,-95.9163941,Brookshire,Texas,USA,usa
Amazon_DFW6,32.9580471,-97.0170373,Coppell,Texas,USA,usa
Amazon_FTW1,32.6609936,-96.7361037,Dallas,Texas,USA,usa
Amazon_ELP1,31.6867988,-106.2590015,El Paso,Texas,USA,usa
Amazon_DFW7,32.9705254,-97.3357107,Fort Worth,Texas,USA,usa
Amazon_DDX7,32.7346485,-96.4101111,Forney,Texas,USA,usa
Amazon_HOU2,29.9341403,-95.4283824,Houston,Texas,USA,usa
Amazon_HOU1,29.9998705,-95.3022803,Humble,Texas,USA,usa
Amazon_HOU5,29.8295253,-95.767551,Katy,Texas,USA,usa
Amazon_AUS2,30.4325938,-97.5985481,Pflugerville,Texas,USA,usa
Amazon_HOU6,29.6666527,-95.712891,Richmond,Texas,USA,usa
Amazon_SAT2,29.8373207,-97.9629487,San Marcos,Texas,USA,usa
Amazon_SAT1,29.599867,-98.290999,Schertz,Texas,USA,usa
Amazon_AUS3,31.4962985,-97.1715788,Waco,Texas,USA,usa
Amazon_SLC1,40.7859886,-112.0290678,Salt Lake City,Utah,USA,usa
Amazon_SLC2,40.5685506,-112.0603195,West Jordan,Utah,USA,usa
Amazon_RIC5,37.7594012,-77.4806603,Ashland,Virginia,USA,usa
Amazon_ORF2,36.8124545,-76.4529339,Chesapeake,Virginia,USA,usa
Amazon_RIC2,37.351745,-77.3263047,Chester,Virginia,USA,usa
Amazon_BWI4,39.2890546,-78.078111,Clear Brook,Virginia,USA,usa
Amazon_RIC1,37.227928,-77.4019268,Petersburg,Virginia,USA,usa
Amazon_KRB2,37.2009678,-77.2783185,Prince George,Virginia,USA,usa
Amazon_PAE2,48.1503324,-122.1675162,Arlington,Washington,USA,usa
Amazon_DSK4,47.644611,-117.593272,Airway Heights,Washington,USA,usa
Amazon_SEA8,47.6148804,-122.1968646,Bellevue,Washington,USA,usa
Amazon_DSE8,47.5011125,-122.7493136,Bremerton,Washington,USA,usa
Amazon_BFI3,47.1125227,-122.6389637,DuPont,Washington,USA,usa
Amazon_DWS4,47.9389637,-122.2416255,Everett,Washington,USA,usa
Amazon_RNT9,47.2186362,-122.3304428,Fife,Washington,USA,usa
Amazon_BFI4,47.414496,-122.257782,Kent,Washington,USA,usa
Amazon_OLM1,47.0804919,-122.7624335,Lacey,Washington,USA,usa
Amazon_MWH1,46.2212662,-119.0511245,Pasco,Washington,USA,usa
Amazon_GEG2,47.6950642,-117.1650141,Spokane Valley,Washington,USA,usa
Amazon_JVL1,42.5076728,-88.9713902,Beloit,Wisconsin,USA,usa
Amazon_DML3,44.2840852,-88.5093032,Greenville/Appleton,Wisconsin,USA,usa
Amazon_MKE1,42.6075423,-87.9481383,Kenosha,Wisconsin,USA,usa
Amazon_MKE2,42.8677854,-87.9271361,Oak Creek,Wisconsin,USA,usa
